name,url,price,base_elevation_ft,peak_elevation_ft,vertical_drop_ft,slope_mi,state,skiable_acres,annual_snowfall,owner,Tram,Gondola,Pulse Gondola,Cabriolet,8-pack,6-pack,Chondola,Detach Quad,Fixed Quad,Triple,Detach Triple,Double,Single,T-Bar,J-Bar,Poma/platter,Ropetow,Carpet,total_lifts,surface_lifts_only,latitude,longitude,nonprofit
Soda Springs,https://www.skiresort.info/ski-resort/soda-springs/,70.0,6759,7323,564,6.0,California,200,400,Powdr,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,No,39.3212730490791,-120.380355055088,No
Soldier Mountain,https://www.skiresort.info/ski-resort/soldier-mountain/,69.0,5807,7178,1371,16.0,Idaho,1142,100,Independent,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,No,43.4846854492009,-114.829300774308,No
Solitude,https://www.skiresort.info/ski-resort/solitude/,189.0,8005,10036,2031,40.0,Utah,1200,500,Alterra,0,0,0,0,0,1,0,3,2,1,0,1,0,0,0,0,0,1,9,No,40.6232879465768,-111.597705736776,No
Song Mountain,https://www.skiresort.info/ski-resort/song-mountain/,85.0,1312,1919,607,8.0,New York,100,125,Independent,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,No,42.7738701567,-76.1571675763593,No
Spirit Mountain,https://www.skiresort.info/ski-resort/spirit-mountain/,86.0,689,1280,591,7.0,Minnesota,174,100,Independent,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,2,6,No,46.718187539872,-92.2167893757575,No
Spring Mountain,https://www.skiresort.info/ski-resort/spring-mountain/,58.0,164,492,328,5.0,Pennsylvania,45,27,Independent,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,1,6,No,40.2724514833745,-75.4498703225512,No
Spruce Mountain,https://www.skiresort.info/ski-resort/spruce-mountain-jay/,30.0,351,600,249,1.0,Maine,,,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,Yes,44.4778286381248,-70.2025575287704,No
Standing Rocks Park,https://www.skiresort.info/ski-resort/standing-rocks/,16.0,1099,1220,121,1.0,Wisconsin,30,45,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Yes,44.433839312018,-89.3987827724483,No
Steamboat,https://www.skiresort.info/ski-resort/steamboat/,299.0,6900,10568,3668,103.0,Colorado,3500,313,Alterra,0,2,1,0,0,1,0,8,0,4,0,2,0,0,0,0,1,6,25,No,40.4581014685086,-106.803531141856,No
Steeplechase,https://www.skiresort.info/ski-resort/steeplechase-ski-area/,45.0,902,1115,213,2.0,Minnesota,45,,Independent,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,4,No,44.2434703033543,-92.5158092889138,No
Stevens Pass,https://www.skiresort.info/ski-resort/stevens-pass/,119.0,3839,5741,1903,24.0,Washington,1125,460,Vail Resorts,0,0,0,0,0,0,0,4,2,3,0,1,0,0,0,0,0,2,12,No,47.7444966623996,-121.089562888567,No
Storrs Hill,https://www.skiresort.info/ski-resort/storrs-hill-lebanon/,15.0,558,925,367,1.0,New Hampshire,20,,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Yes,43.6351429963058,-72.252167675165,No
Stowe,https://www.skiresort.info/ski-resort/stowe/,239.0,1280,3661,2382,43.0,Vermont,485,314,Vail Resorts,0,2,0,0,0,1,0,3,1,1,0,2,0,0,0,0,0,2,12,No,44.5290724634881,-72.7847365377526,No
Stratton,https://www.skiresort.info/ski-resort/stratton/,197.78,1969,3875,1906,57.0,Vermont,670,180,Alterra,0,1,0,0,0,4,0,1,2,1,0,1,0,0,0,0,0,4,14,No,43.1133609117678,-72.9078270388904,No
Sugar Bowl,https://www.skiresort.info/ski-resort/sugar-bowl/,244.0,6883,8383,1499,43.0,California,1650,500,Independent,0,1,0,0,0,0,0,5,3,1,0,0,0,0,0,1,0,1,12,No,39.3052562217054,-120.333522040447,No
Sugar Mountain,https://www.skiresort.info/ski-resort/sugar-mountain/,94.0,4098,5213,1115,9.0,North Carolina,115,70,Independent,0,0,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,1,7,No,36.1301738701612,-81.8592800252883,No
Sugarbush,https://www.skiresort.info/ski-resort/sugarbush/,243.75,1483,4068,2585,53.0,Vermont,581,250,Alterra,0,0,0,0,0,0,0,5,6,1,0,1,0,1,0,0,0,3,17,No,44.1356293648648,-72.8951920185865,No
Sugarloaf,https://www.skiresort.info/ski-resort/sugarloaf/,139.0,1398,4219,2822,54.0,Maine,1230,200,Boyne Resorts,0,0,0,0,0,0,0,3,3,1,0,5,0,2,0,0,0,1,15,No,45.0535683383799,-70.3098782257872,No
Sun Valley: Bald Mountain,https://www.skiresort.info/ski-resort/bald-mountain-sun-valley/,209.0,5751,9150,3399,56.0,Idaho,2054,200,The Holding Family,0,1,0,0,0,2,0,6,0,2,0,0,0,0,0,0,0,1,12,No,43.6711495911644,-114.367840216958,No
Sun Valley: Dollar Mountain,https://www.skiresort.info/ski-resort/dollar-mountain-sun-valley/,139.0,6010,6637,627,6.0,Idaho,189,,The Holding Family,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,5,No,43.6902596864146,-114.346121744842,No
Sunburst,https://www.skiresort.info/ski-resort/sunburst/,70.0,974,1171,197,2.0,Wisconsin,40,50,Independent,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,2,9,No,43.4949224479617,-88.2224001448434,No
Sundance,https://www.skiresort.info/ski-resort/sundance/,159.0,6070,8251,2182,27.0,Utah,450,300,Independent,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,3,9,No,40.3915615357538,-111.578663678662,No
Sunday River,https://www.skiresort.info/ski-resort/sunday-river/,159.0,820,3140,2320,53.0,Maine,870,167,Boyne Resorts,0,0,0,0,1,1,1,2,5,5,0,1,0,1,0,0,0,3,20,No,44.4734896440386,-70.8577085916998,No
Sundown (Connecticut),https://www.skiresort.info/ski-resort/sundown/,75.0,449,1076,627,4.0,Connecticut,65,45,Independent,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,5,No,41.8845337764152,-72.946780626585,No
Sundown (Iowa),https://www.skiresort.info/ski-resort/sundown-mountain-resort/,87.0,715,1148,433,2.0,Iowa,55,45,Independent,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,2,6,No,42.5163996244592,-90.8193311648083,No
Sunlight Mountain,https://www.skiresort.info/ski-resort/sunlight-mountain/,104.0,7884,9892,2008,12.0,Colorado,730,250,Independent,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,7,10,No,39.3996377742156,-107.339032952688,No
Sunrise Park,https://www.skiresort.info/ski-resort/sunrise-park/,99.0,9360,10925,1565,,Arizona,1200,250,Independent,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,1,1,8,No,33.9735680644916,-109.564642404061,No
Swain,https://www.skiresort.info/ski-resort/swain/,79.0,1312,1969,656,7.0,New York,130,120,Independent,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,5,No,42.4763295677805,-77.8550178721857,No
Swiss Valley,https://www.skiresort.info/ski-resort/swiss-valley/,53.0,971,1194,223,1.0,Michigan,60,60,Independent,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,5,No,41.9544496137598,-85.8271184631907,No
Tahoe Donner,https://www.skiresort.info/ski-resort/tahoe-donner/,110.0,6749,7349,600,9.0,California,120,400,Independent,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,No,39.3538207356663,-120.259451928149,No
Tamarack Resort,https://www.skiresort.info/ski-resort/tamarack-resort/,140.0,4888,7700,2812,26.0,Idaho,1100,300,Independent,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,1,7,No,44.6709112544298,-116.122079302744,No
Taos,https://www.skiresort.info/ski-resort/taos/,195.0,9203,12451,3248,70.0,New Mexico,1294,300,Independent,0,0,1,0,0,0,0,2,2,4,0,1,0,0,0,0,0,3,13,No,36.5949418990824,-105.45036260636,No
Telluride,https://www.skiresort.info/ski-resort/telluride/,260.0,8727,12516,3789,55.0,Colorado,2000,280,Independent,0,2,0,0,0,0,1,7,1,1,0,2,0,0,0,2,0,3,19,No,37.9357899951686,-107.813784556261,No
Tenney Mountain,https://www.skiresort.info/ski-resort/tenney-mountain/,85.0,748,2149,1401,9.0,New Hampshire,,,Independent,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,5,No,43.7470080149639,-71.7646639329574,No
Terry Peak,https://www.skiresort.info/ski-resort/terry-peak/,71.0,5906,6988,1083,10.0,South Dakota,450,150,Independent,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,5,No,44.3344327914186,-103.840271196866,No
Teton Pass,https://www.skiresort.info/ski-resort/teton-pass/,59.0,6188,7198,1010,9.0,Montana,407,250,Independent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,No,47.9292617108999,-112.805889006287,No
The Highlands at Harbor Springs,https://www.skiresort.info/ski-resort/the-highlands-at-harbor-springs/,112.0,787,1339,551,16.0,Michigan,435,140,Boyne Resorts,0,0,0,0,0,1,0,1,3,1,0,0,0,0,0,0,1,2,9,No,45.4707230308058,-84.9357385008448,No
The Homestead Resort,https://www.skiresort.info/ski-resort/the-homestead-resort/,99.0,689,869,180,2.0,Michigan,16,150,Independent,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,5,No,44.9163231729479,-85.9648801054696,No
The Omni Homestead,https://www.skiresort.info/ski-resort/the-omni-homestead/,64.0,2461,3051,591,2.0,Virginia,45,50,Independent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,No,37.9970491812033,-79.8245027925158,No
The Summit at Snoqualmie: Alpental,https://www.skiresort.info/ski-resort/alpental/,140.0,3156,5479,2323,6.0,Washington,875,428,Boyne Resorts,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,6,No,47.4442407442181,-121.425891509063,No
The Summit at Snoqualmie: Summit Areas,https://www.skiresort.info/ski-resort/the-summit-at-snoqualmie/,140.0,2625,3871,1247,17.0,Washington,1119,428,Boyne Resorts,0,0,0,0,0,0,0,2,5,3,0,5,0,0,0,0,0,4,19,No,47.4100432312729,-121.413657668822,No
Thunder Ridge,https://www.skiresort.info/ski-resort/thunder-ridge/,79.0,482,876,394,3.0,New York,100,60,Independent,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,5,8,No,41.5080709208667,-73.5849565753696,No
Timber Ridge,https://www.skiresort.info/ski-resort/timber-ridge/,62.0,673,899,226,2.0,Michigan,50,60,Independent,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,4,1,9,No,42.3913845224389,-85.7811720650301,No
Timberline (Oregon),https://www.skiresort.info/ski-resort/timberline/,149.0,4849,8540,3691,19.0,Oregon,1685,540,Independent,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,1,9,No,45.3313002606351,-121.710989155894,No
Timberline Mountain (West Virginia),https://www.skiresort.info/ski-resort/timberline-mountain/,95.0,3268,4268,1001,11.0,West Virginia,100,200,The Perfect Family,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,4,No,39.0425631021568,-79.3991089682449,No
Timberline Summit Pass,https://www.skiresort.info/ski-resort/timberline-summit-pass/,56.0,3999,4304,305,3.0,Oregon,50,250,Independent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,No,45.3029262612481,-121.745876217339,No
Titcomb Mountain,https://www.skiresort.info/ski-resort/titcomb-mountain/,45.0,413,689,276,3.0,Maine,45,85,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,Yes,44.6496132150732,-70.1703716922687,Yes
Titus Mountain,https://www.skiresort.info/ski-resort/titus-mountain/,79.0,1060,2024,965,17.0,New York,200,150,Independent,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,8,No,44.76337169031,-74.2352886903078,No
Treetops,https://www.skiresort.info/ski-resort/treetops/,40.0,1119,1332,213,3.0,Michigan,80,150,Independent,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,5,No,45.0368027320049,-84.5903514375491,No
Triangle Sports Area – Green Bay,https://www.skiresort.info/ski-resort/triangle-sports-area-green-bay/,7.0,640,712,72,0.2,Wisconsin,,,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,Yes,44.5099624622985,-87.9500836761109,No
Trollhaugen,https://www.skiresort.info/ski-resort/trollhaugen/,67.0,951,1188,236,3.0,Wisconsin,86,50,Independent,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,9,No,45.3513309457326,-92.6180663860451,No
Turner Mountain,https://www.skiresort.info/ski-resort/turner-mountain/,45.0,3842,5951,2110,9.0,Montana,1000,200,Independent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,No,48.6049188189524,-115.630925001619,No
Tussey Mountain,https://www.skiresort.info/ski-resort/tussey-mountain/,62.0,1316,1814,499,2.0,Pennsylvania,38,41,Independent,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,No,40.7691298981479,-77.7538833901643,No
Tyrol Basin,https://www.skiresort.info/ski-resort/tyrol-basin-mt-horeb/,60.0,873,1142,269,3.0,Wisconsin,32,41,Independent,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,7,No,43.0459054396649,-89.782003836345,No
Vail Mountain,https://www.skiresort.info/ski-resort/vail/,329.0,8061,11572,3510,145.0,Colorado,5317,354,Vail Resorts,0,2,0,0,0,4,0,14,1,2,0,0,0,1,0,3,0,5,32,No,39.6392430340369,-106.373716041865,No
Val Bialas Ski Center – Utica,https://www.skiresort.info/ski-resort/val-bialas-ski-center-utica/,10.0,574,823,249,1.0,New York,10,88,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Yes,43.08438391519,-75.2504746120219,No
Veterans Memorial – Franklin,https://www.skiresort.info/ski-resort/veterans-memorial-franklin/,30.0,774,1001,226,1.0,New Hampshire,50,,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,Yes,43.4450662091649,-71.6912253183453,No
Victor Constant,https://www.skiresort.info/ski-resort/victor-constant-west-point/,38.0,459,968,509,2.0,New York,,39,Independent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,No,41.3958691263221,-73.9837180886528,Yes
Villa Olivia,https://www.skiresort.info/ski-resort/villa-olivia-bartlett/,45.0,791,846,56,1.0,Illinois,15,25,Independent,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,7,No,42.012840046261,-88.220287867861,No
Villa Roma,https://www.skiresort.info/ski-resort/villa-roma/,35.0,1099,1280,180,1.0,New York,,,Independent,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,No,41.761152325333,-74.9734628842651,No
Wachusett Mountain,https://www.skiresort.info/ski-resort/wachusett-mountain/,107.0,1004,2005,1001,7.0,Massachusetts,110,100,Independent,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,7,No,42.5022137816263,-71.8862569386751,No
Ward Hill – Shrewsbury,https://www.skiresort.info/ski-resort/ward-hill-shrewsbury/,68.0,344,525,180,1.0,Massachusetts,45,80,Independent,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,4,No,42.3014451405267,-71.6829119740273,No
Warner Canyon,https://www.skiresort.info/ski-resort/warner-canyon-lakeview/,40.0,5699,6480,781,6.0,Oregon,200,50,Independent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,No,42.2369213411406,-120.294405773137,No
Waterville Valley,https://www.skiresort.info/ski-resort/waterville-valley/,139.0,1985,4003,2018,16.0,New Hampshire,265,148,Independent,0,0,0,0,0,1,0,1,0,2,0,3,0,2,0,0,0,2,11,No,43.9650678745715,-71.5281168308647,No
Welch Village,https://www.skiresort.info/ski-resort/welch-village/,82.0,699,1060,361,4.0,Minnesota,140,45,Independent,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,2,11,No,44.5606076976886,-92.7305028497631,No
Wenatchee – Mission Ridge,https://www.skiresort.info/ski-resort/wenatchee-mission-ridge/,119.0,4567,6818,2251,22.0,Washington,2000,200,Independent,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,1,7,No,47.2923558237158,-120.3998848448,No
West Mountain,https://www.skiresort.info/ski-resort/west-mountain/,89.0,449,1427,978,6.0,New York,124,80,Independent,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,5,No,43.2855177458096,-73.7253697767181,No
Whaleback,https://www.skiresort.info/ski-resort/whaleback/,50.0,1138,1781,643,7.0,New Hampshire,85,110,Independent,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,4,No,43.6015950905029,-72.1804135284699,Yes
White Pass,https://www.skiresort.info/ski-resort/white-pass/,75.0,4498,6516,2018,19.0,Washington,1402,400,Independent,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,3,8,No,46.6373162987873,-121.391290419961,No
White Pine,https://www.skiresort.info/ski-resort/white-pine-pinedale/,65.0,8501,9501,1001,7.0,Wyoming,370,150,Independent,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,No,42.9776822676415,-109.757972965413,No
Whitecap Mountains,https://www.skiresort.info/ski-resort/whitecap-mountains/,85.0,1447,1768,322,9.0,Wisconsin,400,200,Independent,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,6,No,46.4085422590649,-90.3959057164882,No
Whiteface – Lake Placid,https://www.skiresort.info/ski-resort/whiteface-lake-placid/,129.0,1217,4396,3179,24.0,New York,288,190,New York State,0,1,0,0,0,0,0,2,3,1,0,2,0,0,0,0,0,2,11,No,44.3536417175581,-73.8615775848167,Yes
Whitefish Mountain Resort,https://www.skiresort.info/ski-resort/whitefish-mountain-resort/,110.0,4465,6818,2352,57.0,Montana,3000,320,Independent,0,0,0,0,0,1,0,3,2,6,0,0,0,2,0,0,0,2,16,No,48.48067717617,-114.350240926885,No
Whitetail,https://www.skiresort.info/ski-resort/whitetail/,128.0,856,1788,932,6.0,Pennsylvania,109,40,Vail Resorts,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,2,7,No,39.7417518638374,-77.9334341834698,No
Whitetail Ridge – Fort McCoy,https://www.skiresort.info/ski-resort/whitetail-ridge-fort-mccoy/,40.0,889,1056,167,1.0,Wisconsin,,,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Yes,44.0218130736692,-90.7214958505111,No
Wild Mountain,https://www.skiresort.info/ski-resort/wild-mountain/,59.0,784,1053,269,3.0,Minnesota,100,50,Independent,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,9,No,45.4887724736548,-92.7053433783506,No
Wildcat Mountain,https://www.skiresort.info/ski-resort/wildcat-mountain/,144.0,1949,4062,2113,16.0,New Hampshire,225,207,Vail Resorts,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,5,No,44.2639521824741,-71.2392683977909,No
Willamette Pass,https://www.skiresort.info/ski-resort/willamette-pass-crescent/,66.0,5118,6680,1562,18.0,Oregon,555,430,Mountain Capital Partners,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,6,No,43.6004642821203,-122.035756028772,No
Willard Mountain,https://www.skiresort.info/ski-resort/willard-mountain-greenwich/,62.0,922,1381,459,2.0,New York,85,80,Independent,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,5,No,43.0206001177248,-73.5160517572264,No
Wilmot Mountain,https://www.skiresort.info/ski-resort/wilmot-mountain/,99.0,755,958,203,2.0,Wisconsin,120,48,Vail Resorts,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,2,2,10,No,42.4987904111711,-88.1879260395975,No
Windham Mountain,https://www.skiresort.info/ski-resort/windham-mountain/,225.0,1503,3100,1598,29.0,New York,285,100,Independent,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,5,11,No,42.2986777667947,-74.2575058914309,No
Winter Park (Kewaunee),https://www.skiresort.info/ski-resort/winter-park-kewaunee-county/,20.0,604,738,135,1.0,Wisconsin,5,,Independent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Yes,44.4596052633743,-87.5590878808771,No
Winter Park Resort,https://www.skiresort.info/ski-resort/winter-park-resort/,275.0,8999,12060,3061,89.0,Colorado,3081,327,Alterra,0,1,0,1,0,4,0,5,0,3,0,6,0,0,0,1,0,3,24,No,39.8869727943556,-105.763644041448,No
Wintergreen Resort,https://www.skiresort.info/ski-resort/wintergreen-resort/,139.0,2513,3514,1001,6.0,Virginia,129,40,Pacific Group Resorts,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,3,8,No,37.9149458020034,-78.9439382963951,No
Winterplace,https://www.skiresort.info/ski-resort/winterplace/,85.0,2995,3599,604,6.0,West Virginia,90,100,Independent,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,2,9,No,37.6005136922305,-81.1227311203009,No
Wisp,https://www.skiresort.info/ski-resort/wisp-mchenry-deep-creek-lake/,129.0,2415,3117,702,10.0,Maryland,132,100,Pacific Group Resorts,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,1,5,13,No,39.5567674885335,-79.3634139195646,No
Wolf Creek,https://www.skiresort.info/ski-resort/wolf-creek/,91.0,10299,11903,1604,62.0,Colorado,1600,430,Independent,0,0,0,0,0,0,0,3,2,2,0,1,0,0,0,1,0,2,11,No,37.4720821971684,-106.793286518376,No
Woods Valley,https://www.skiresort.info/ski-resort/woods-valley/,65.0,574,1066,492,3.0,New York,25,180,Independent,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,5,No,43.3018655927904,-75.3823727163551,No
Yawgoo Valley,https://www.skiresort.info/ski-resort/yawgoo-valley/,40.0,115,299,184,2.0,Rhode Island,36,39,Independent,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,3,No,41.5175434817823,-71.5273242498636,No